Ecoregion,# species,Initial cost ($/ha),SAR alpha,Initial forest (kha),Initial prot. forest (kha),Deforest. rate (%),Conservation end period,Overall end period,Total spend (M$),Expected new spp. conserved
Northern Dry Deciduous Forests,1000,2238.93372391441,11.7884061465983,439.2629248,18.3350896,0.148515671267729,50,50,0,2.70574673777446e-11
Pernambuco Interior Forests,2500,7917.73908430171,29.827552823947,413.6299008,23.2829264,1.09233340582542,50,50,0,2.66027200268582e-11
Trinidad And Tobago Moist Forests,2100,19128.2522495013,26.3705916940046,320.255872,124.8308608,0.535434842027017,50,50,0,2.66027200268582e-11
Canary Islands Dry Woodlands And Forests,1130,24297.7552437131,20.0348691543834,57.0768064,40.1145088,0.308354618185687,50,50,0,2.5465851649642e-11
California North Coast,2204,3802.90248356362,20.1544205801275,1563.8905856,220.7023104,0.839549913307641,50,50,0,2.50111042987555e-11
Sin Valley Dry Forests,1100,1288.21791892109,11.9535760007081,659.894016,49.5040992,1.0494963012469,50,50,0,2.46700437855907e-11
Taiwan Subtropical Evergreen Forests,3000,32296.8620191454,26.5082700565158,1856.5187584,563.27936,0.112095162101736,50,50,0,2.45563569478691e-11
Northwestern Andean Montane Forests,6500,1859.48058414857,46.0061054454774,5629.7541632,969.8243584,0.213475782183525,50,50,0,2.45563569478691e-11
Lesser Antillean Dry Forests,200,41693.912600413,3.75074604503553,43.1083776,12.7680536,0.291302489057137,50,50,0,2.37889707932482e-11
Puerto Rican Moist Forests,1800,90156.0395876411,22.1071304035964,357.8497024,19.385064,1.04558621448001,50,50,0,2.36468622460961e-11
Biak-Numfoor Rain Forests,1500,3132.66637053926,20.2203594717397,224.6528512,44.4311328,0.340871402988465,50,50,0,2.29647412197664e-11
Northeastern Brazil Restingas,1000,877.700696353677,13.7146353241289,206.1003264,26.6479584,1.48329990273519,50,50,0,2.29647412197664e-11
Apure-Villavicencio Dry Forests,1800,1595.17488261071,15.9064204576707,1855.6678144,307.8036992,1.14638714249844,50,50,0,2.27373675443232e-11
Appenine Deciduous Montane Forests,2500,5034.83640767895,26.2661319241723,781.1230208,374.799744,0.177984044058585,50,50,0,2.22826201934367e-11
Illyrian Deciduous Forests,2800,8312.27965805811,29.5588469165224,762.6981888,176.8599552,0.22939045677199,50,50,0,2.22826201934367e-11
Chao Phraya Lowland Moist Deciduous Forests,2000,30955.9356678483,25.1564657244623,317.615616,155.2205824,1.12554722855761,50,50,0,2.09183781407774e-11
English Lowlands Beech Forests,1300,215890.950640124,15.5654389579831,406.3590144,212.8993152,0.298538534065911,50,50,0,2.09183781407774e-11
California South Coast,2105,46308.9702256534,26.5052821665083,315.9354368,67.1343872,3.72856690713896,27,50,0,2.02362571144477e-11
Sinaloan Dry Forests,2100,852.222893870425,17.7044944749484,2347.895808,247.1303168,0.102695889143136,50,50,0,2.02362571144477e-11
Palawan Rain Forests,2700,3466.96802542931,27.6446952515594,888.7094272,746.1887488,4.66532076232385,22,50,0,2.00088834390044e-11
Belizian Pine Forests,1500,469.15893491518,21.8318521858362,153.1099392,58.7024128,1.0029594420133,50,50,0,2.00088834390044e-11
South Appenine Mixed Montane Forests,2100,5400.36027206249,23.1761973006733,610.7810816,367.1805696,0.4739506458837,50,50,0,1.97815097635612e-11
Lara-Falcn Dry Forests,900,2262.11641455374,9.71915704590525,680.8783872,122.5486336,0.874600640305192,50,50,0,1.9554136088118e-11
Hispaniolan Dry Forests,1500,8231.66032154287,18.7497345815844,327.7031936,118.0359552,1.08292397864673,50,50,0,1.93267624126747e-11
Jamaican Dry Forests,1100,17397.8433331559,17.7287206232006,91.955232,20.0648352,0.761116330352485,50,50,0,1.92130755749531e-11
Magdalena Valley Montane Forests,5500,6855.73332876242,38.0231702771354,6332.450816,1069.0545664,0.542158352644809,50,50,0,1.90993887372315e-11
Southwest Australia Woodlands,2000,1544.84493848484,19.9182079987235,1020.7012864,309.5538176,1.66603858127942,50,50,0,1.88720150617883e-11
Palau Tropical Moist Forests,175,3319.73152810129,3.53601233841502,29.6907648,7.2975048,0.125237977855837,50,50,0,1.75930381374201e-11
Pantanos De Centla,1900,27968.2494690755,23.6981528910804,331.2802304,75.7302976,0.742698610484628,50,50,0,1.75077730091289e-11
Qionglai-Minshan Conifer Forests,5000,5698.35761486257,39.4857721211436,3255.7185024,329.811968,0.0972728337880293,50,50,0,1.72803993336856e-11
Banda Sea Islands Moist Deciduous Forests,1200,292.926356249316,13.8044809986874,496.3703296,95.3633216,0.477591104841739,50,50,0,1.7166712495964e-11
Hispaniolan Moist Forests,3800,10544.2419667994,34.69935119396,1575.111168,290.8034816,0.886101182801424,50,50,0,1.68256519827992e-11
Black Hills,740,2497.57877440757,9.78742230519607,247.0682624,10.640776,2.60581191037016,39,50,0,1.62572177941911e-11
Southern Vietnam Lowland Dry Forests,1700,2733.99130226852,16.787146950003,1065.0258432,125.873728,2.1976241405371,46,50,0,1.61435309564695e-11
Southwest Borneo Freshwater Swamp Forests,1400,4335.7921548034,12.650725375554,1659.8278144,339.1533568,3.27697095608613,31,50,0,1.59161572810262e-11
Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,1488,90820.2656167343,14.0763749579853,1319.9592448,97.7455424,1.08348809819398,50,50,0,1.59161572810262e-11
Lowland Fynbos And Renosterveld,3000,13553.6408712615,39.163453075355,263.7554176,164.1889024,3.52359986984861,29,50,0,1.54614099301398e-11
Southwest Australia Savanna,1900,748.187064911684,28.4382046204154,133.1242368,45.4183872,2.48664736724699,41,50,0,1.50066625792533e-11
California Central Coast,1650,49776.602141189,17.7531965517057,693.4847488,145.6480512,1.60777531672971,50,50,0,1.50066625792533e-11
Eastern Panamanian Montane Forests,3300,262.919487667406,42.5087501692392,281.9538432,204.971712,0.471213117051246,50,50,0,1.45519152283669e-11
Murray-Darling Woodlands And Mallee,1100,302.31626342692,14.7964529663059,227.078144,127.5238272,6.30707196013825,16,50,0,1.37561073643155e-11
Southern New Guinea Freshwater Swamp Forests,2100,192.158064470735,14.009555339873,7567.888384,464.3947008,0.143756856209377,50,50,0,1.34150468511507e-11
Leeward Islands Moist Forests,1500,16590.6435504222,26.2569800856482,60.8460544,53.1362624,1.0499700381022,50,50,0,1.34150468511507e-11
Mentawai Islands Rain Forests,1500,665.336413448514,17.0497416061766,527.0687744,174.6914816,0.336438250768013,50,50,0,1.31876731757075e-11
South Western Ghats Montane Rain Forests,3300,10778.7531580543,31.3488949970683,1292.5832192,374.8674816,0.147809691435328,50,50,0,1.2732925824821e-11
Southern Pacific Dry Forests,4000,2405.92471832612,38.5477882253483,1203.1025152,73.5298816,0.5289567241867,50,50,0,1.2732925824821e-11
Nansei Islands Subtropical Evergreen Forests,2000,13475.4376082147,27.1730952801969,216.0003328,60.2704,0.25852257351003,50,50,0,1.25055521493778e-11
Magdalena Valley Dry Forests,1300,4572.51227514775,14.1763813058681,648.4699136,9.1637488,0.45876279026928,50,50,0,1.25055521493778e-11
Upper Gangetic Plains Moist Deciduous Forests,2100,14011.3892957375,25.8943231491701,350.8113664,57.13952,0.0576326951578018,50,50,0,1.20508047984913e-11
Japen Rain Forests,1500,4573.68033852735,20.3265987299835,218.8430336,107.6200192,0.205254372246181,50,50,0,1.18234311230481e-11
Halmahera Rain Forests,2000,496.844557955058,17.1140627023654,2179.6380672,193.2289664,0.487474609137675,50,50,0,1.15960574476048e-11
Northern Khorat Plateau Moist Deciduous Forests,1500,1999.10681105998,20.4434448428476,212.6600448,41.9695136,3.06672547281873,33,50,0,1.15960574476048e-11
Lower Gangetic Plains Moist Deciduous Forests,3500,22179.1467272067,34.539590738376,1068.4502016,74.4568576,0.668035539682648,50,50,0,1.13686837721616e-11
Trans-Mexican Volcanic Belt Pine-Oak Forests,4900,6587.24071102944,39.8686137659238,2804.3016192,566.33216,0.160187851771735,50,50,0,1.13686837721616e-11
Cameroonian Highlands Forests,3300,1601.74701821258,30.4323173989625,1499.320832,196.6132864,0.138779805652183,50,50,0,1.09139364212751e-11
Sumatran Freshwater Swamp Forests,1600,30004.3587143345,18.1357446563893,534.4695296,30.479664,5.26484967478679,19,50,0,1.09139364212751e-11
Eastern Cordillera Real Montane Forests,6500,954.209492938473,43.8758914303409,7135.707136,1675.5453952,0.185620684535162,50,50,0,1.09139364212751e-11
Cantabrian Mixed Forests,2000,21912.3617089527,16.4333946943601,2670.0140544,792.012032,1.93731045899006,50,50,0,1.09139364212751e-11
Southern Zanzibar-Inhambane Coastal Forest Mosaic,2800,343.037345203585,20.9927371316933,4221.2864,640.2830848,1.08720591893185,50,50,0,1.06865627458319e-11
Po Basin Mixed Forests,1200,74146.1163344806,17.3370693130146,158.8648448,41.7402304,0.220671889785107,50,50,0,1.06865627458319e-11
Timor And Wetar Deciduous Forests,1600,1024.05594501547,15.4424003025529,1194.059264,200.6152576,0.323699270344705,50,50,0,1.04591890703887e-11
Northern Thailand-Laos Moist Deciduous Forests,2300,642.130586070172,19.7018265686267,2168.2368512,648.6385152,0.844303477836922,50,50,0,1.02318153949454e-11
Honshu Alpine Conifer Forests,1300,2859.2158553212,13.3725815012647,868.241408,434.1397504,0.106040115705838,50,50,0,1.02318153949454e-11
Rakiura Island Temperate Forests,570,26.4343014186552,8.74326181806115,117.7624576,109.5634176,0.0370356029486379,50,50,0,1.00044417195022e-11
Tenasserim-South Thailand Semi-Evergreen Rain Forests,4000,4087.21283581126,28.3354800612194,5605.9224064,1739.8325248,1.50318301384005,50,50,0,1.00044417195022e-11
Lower New England / Northern Piedmont,1381,99162.5274623865,9.7250241121967,5774.5076224,246.5355776,0.201816259372991,50,50,0,1.00044417195022e-11
Alto Paran Atlantic Forests,6500,4135.41638798291,40.9269288751674,10104.643584,1422.5687552,1.12476435789367,50,50,0,1.00044417195022e-11
Petn-Veracruz Moist Forests,6500,2621.79852364907,43.271004329787,7648.5992448,2931.160064,2.12340750481096,48,50,0,1.00044417195022e-11
Chhota-Nagpur Dry Deciduous Forests,1200,4700.38279021469,13.9930090698038,463.8212608,83.5447232,0.0412628875266166,50,50,0,9.66338120633736e-12
Monte Alegre Varze,4500,385.031725788187,32.9519547396486,4749.5958528,1309.459968,0.472031958730144,50,50,0,9.54969436861575e-12
Guizhou Plateau Broadleaf And Mixed Forests,3500,8568.83445127346,22.4692590254038,9170.5729024,56.0768448,0.14390204699319,50,50,0,9.54969436861575e-12
Nihonkai Evergreen Forests,1700,17142.594121518,16.2922017114814,1236.9316864,237.4354432,0.0989346690122707,50,50,0,9.54969436861575e-12
St. Lawrence - Champlain Valley,1067,25079.3855121512,9.15997056737891,2144.626688,42.9742848,0.219792216494347,50,50,0,9.43600753089413e-12
Ecuadorian Dry Forests,1250,2130.96947851063,12.8787027784684,861.3694464,28.7755392,0.454686248273329,50,50,0,9.09494701772928e-12
Southern Blue Ridge,1459,10632.5938177344,11.788467508361,2903.9538176,435.2318464,0.24110510901747,50,50,0,8.64019966684282e-12
Cauca Valley Montane Forests,4500,6841.81767412163,39.5620662738689,1904.0034816,283.4222848,0.495548881836811,50,50,0,8.64019966684282e-12
Mascarene Forests,950,47727.4089935604,13.4632726083009,174.9302144,97.8792384,0.39480570628982,50,50,0,8.18545231595635e-12
Sumatran Lowland Rain Forests,7500,9400.99536146655,45.1998069734954,12578.3425024,1444.3784192,2.8670335849355,35,50,0,8.18545231595635e-12
Niger Delta Swamp Forests,1500,24412.557475532,16.8285013719542,562.6380288,52.000112,0.315144948515504,50,50,0,7.95807864051312e-12
Tumbes-Piura Dry Forests,800,2249.45906657233,9.77345368133652,367.4596352,67.9635456,0.235243538885925,50,50,0,7.84439180279151e-12
Luzon Montane Rain Forests,1500,598.508607641333,16.3490922022605,650.1118464,320.553472,0.319168069060605,50,50,0,7.73070496506989e-12
North Atlantic Coast,1468,184720.423023996,13.7514781067302,1386.3834624,250.5022208,0.236033513171101,50,50,0,7.73070496506989e-12
Bahia Coastal Forests,5000,2607.25081260829,37.7030135057331,4101.75488,731.4363392,1.57687627910046,50,50,0,7.73070496506989e-12
Catatumbo Moist Forests,1900,2750.02319326972,18.9748799082006,1006.6368512,359.4636544,1.96739408599686,50,50,0,7.73070496506989e-12
Central American Dry Forests,3300,4557.03469538721,29.5010199596845,1751.3967616,249.205888,0.754868332599088,50,50,0,7.73070496506989e-12
Elburz Range Forest Steppe,700,619.722510477682,10.3011725280339,144.8961664,32.313568,0.011441523097765,50,50,0,7.73070496506989e-12
Iberian Sclerophyllous And Semi-Deciduous Forests,2500,6141.8835747813,21.4450611548528,2153.0970112,1058.5358336,1.20384521849133,50,50,0,7.73070496506989e-12
Western Himalayan Subalpine Conifer Forests,1000,1785.5924080925,10.5786815763652,754.818048,82.64736,0.0472748746223221,50,50,0,7.27595761418343e-12
Hengduan Mountains Subalpine Conifer Forests,3000,1847.74546632414,24.9376482695056,2519.583744,227.5757568,0.101614061251383,50,50,0,7.27595761418343e-12
Western Java Montane Rain Forests,2000,28132.5191130988,18.4196412852439,1509.1907584,172.0522624,0.139309219319642,50,50,0,6.82121026329696e-12
Ucayali Moist Forests,4050,319.473338904732,25.7872495329296,9555.4248704,2303.2168448,0.944201927996057,50,50,0,6.82121026329696e-12
Maracaibo Dry Forests,1500,2606.40257581329,16.7301862040568,579.3652224,150.4640768,1.42453179775326,50,50,0,6.82121026329696e-12
Dinaric Mountains Mixed Forests,3700,2217.75692792894,29.8966109411511,2903.346176,690.8373504,0.118652200146053,50,50,0,6.82121026329696e-12
Scandinavian Coastal Conifer Forests,600,28566.5362871639,6.61495589164994,613.9337216,20.3198976,0.0958524173453211,50,50,0,6.76436684443615e-12
Ozarks,3363,8182.43970789666,22.8529532005899,6901.1693568,488.5425664,0.378656584792226,50,50,0,6.59383658785373e-12
Caledon Conifer Forests,500,4361.35478609128,6.3731633665074,297.2177664,118.73472,1.59202112318943,50,50,0,6.53699316899292e-12
Central Range Montane Rain Forests,7500,1405.99470301718,43.7302340922104,14838.7495936,2194.7758592,0.113058672062153,50,50,0,6.3664629124105e-12
Seram Rain Forests,2100,573.79554121082,19.1241762487651,1596.5509632,184.741632,0.390993250859738,50,50,0,6.3664629124105e-12
Northern Zanzibar-Inhambane Coastal Forest Mosaic,3300,2267.25697181769,27.5042766035302,2486.3860736,666.2103552,1.00165634645574,50,50,0,6.3664629124105e-12
South Western Ghats Moist Deciduous Forests,2300,14166.5544608167,24.4631156559387,734.6497536,282.6387456,0.189555339324833,50,50,0,6.3664629124105e-12
Jalisco Dry Forests,1500,2352.4232471109,14.8581641619013,1048.6499328,146.2202368,0.196941812517659,50,50,0,6.3664629124105e-12
Southwest Iberian Mediterranean Sclerophyllous And Mixed Forests,2600,17247.3386927054,28.0032886755689,689.9562496,292.0980224,5.3176522071428,19,50,0,6.3664629124105e-12
Aegean And Western Turkey Sclerophyllous And Mixed Forests,2500,7853.51977047477,21.6008268771689,2076.5775872,555.8364672,0.655705923175142,50,50,0,6.13908923696727e-12
Northern Vietnam Lowland Rain Forests,2800,2483.68110891649,32.7338346797472,457.9369984,179.4386816,3.53901772665938,29,50,0,5.91171556152403e-12
Upper West Gulf Coastal Plain,1355,16438.7304798249,10.184488649346,4168.6970368,149.1303296,3.19107541044766,32,50,0,5.91171556152403e-12
Narmada Valley Dry Deciduous Forests,1000,4034.59706195402,12.8028465455137,290.7149056,61.6540736,0.0301254253717196,50,50,0,5.57065504835919e-12
North Central Tillplain,1496,48984.2096093728,13.2192970195162,1856.1632256,44.7011744,0.0530643962076505,50,50,0,5.57065504835919e-12
East Cascades - Modoc Plateau,1325,1006.53670798059,11.5858780206705,1956.2962944,280.4129536,1.4941693010712,50,50,0,5.57065504835919e-12
Sulawesi Lowland Rain Forests,3900,3453.63464018078,26.6934296375399,6657.3463552,589.8256384,1.14531118793856,50,50,0,5.45696821063757e-12
Mizoram-Manipur-Kachin Rain Forests,3800,1055.76224252111,24.6502872355688,8705.7874944,568.6803968,0.503640376222741,50,50,0,5.45696821063757e-12
Eastern Himalayan Subalpine Conifer Forests,2000,445.957383154721,18.7647004051805,1375.4404864,552.5141504,0.0417907940182874,50,50,0,5.45696821063757e-12
Central American Montane Forests,3500,3714.61177766206,35.8190519615885,890.778624,471.6156416,0.963988560455476,50,50,0,5.45696821063757e-12
Isthmian-Pacific Moist Forests,6500,4062.40249786024,60.3285888277027,1451.9476224,250.1304832,0.661703726849297,50,50,0,5.45696821063757e-12
Serra Do Mar Coastal Forests,9000,24137.7678871221,63.5662539985395,5689.5700992,2544.6367232,0.746448474207678,50,50,0,5.45696821063757e-12
Caucasus Mixed Forests,5000,1811.48119989291,35.5526200172684,5501.6374272,1086.6639872,0.0298828909829183,50,50,0,5.45696821063757e-12
North Cascades,1012,623.046259396605,7.79672297714177,3684.190208,824.083968,0.415925808406334,50,50,0,5.22959453519434e-12
Vogelkop-Aru Lowland Rain Forests,3500,1003.89481561162,23.9260122806703,6698.6704896,615.3586176,0.201832308754595,50,50,0,5.00222085975111e-12
Knysna-Amatole Montane Forests,1000,6539.72994824957,15.433388841804,114.2072064,90.6305088,6.4108062360693,16,50,0,4.77484718430787e-12
Himalayan Subtropical Broadleaf Forests,1800,2326.70192747234,16.7477339194111,1434.1093376,264.4888832,0.0606381153246699,50,50,0,4.54747350886464e-12
Sri Lanka Lowland Rain Forests,2000,66317.5111702341,20.7526218751941,831.35232,130.7637504,0.234563104696135,50,50,0,4.54747350886464e-12
Central American Atlantic Moist Forests,4100,1038.95860826488,29.5051719330345,5181.1782656,2868.1949184,3.24478074997184,31,50,0,4.54747350886464e-12
Hawaiian High Islands: Hawaii Tropical Moist Forests,935,17072.6105248718,10.8832037010102,468.0306176,66.6174848,0.162279107675473,50,50,0,4.43378667114303e-12
Mindanao Montane Rain Forests,2000,2441.31333581255,19.1725205698508,1235.2473088,306.620544,0.319673835875207,50,50,0,4.32009983342141e-12
Sumatran Peat Swamp Forests,2000,7751.08473500164,15.8889722894122,3159.8825472,483.8167552,6.45595033262919,16,50,0,4.32009983342141e-12
Mid-Atlantic Coastal Plain,1626,24760.628559588,12.6160820649426,3556.1508864,392.3187968,2.71044472561885,37,50,0,4.32009983342141e-12
Cook Inlet Basin,473,5356.48755700381,4.2327546943947,1742.5698816,493.9954688,0.201925714170778,50,50,0,4.32009983342141e-12
North Atlantic Moist Mixed Forests,600,7983.14563354029,8.30990253837564,196.2350592,47.313584,1.66811495565953,50,50,0,4.2632564145606e-12
Arizona-New Mexico Mountains,660,901.359419120316,6.17934103058026,1389.9809792,202.9753088,0.749935288598938,50,50,0,4.09272615797818e-12
Central Korean Deciduous Forests,2000,31298.4367367332,16.1989166102652,2868.9311744,589.2944896,0.325164270667557,50,50,0,4.09272615797818e-12
Northeastern Spain And Southern France Mediterranean Forests,2800,14846.9098781585,23.6699574423352,2316.3424768,1220.7212544,0.651915228910411,50,50,0,4.09272615797818e-12
Sumatran Tropical Pine Forests,1000,192.809950006816,13.494513050011,223.467264,98.4229696,0.825473489176648,50,50,0,3.97903932025656e-12
New Britain-New Ireland Lowland Rain Forests,2700,367.809301225509,21.8721269011133,2866.5778176,74.8926336,0.631120847758169,50,50,0,3.63797880709171e-12
Northern Annamites Rain Forests,3000,385.795520182008,23.9100802767021,3109.5754752,1242.1906432,1.31734123456777,50,50,0,3.63797880709171e-12
Isthmian-Atlantic Moist Forests,8000,5977.35969812776,62.1492309156953,3534.0374016,1502.3075328,1.62398281910812,50,50,0,3.63797880709171e-12
Pyrenees Conifer And Mixed Forests,3300,3995.08876616651,31.9929631362571,1167.608832,670.0769792,0.170054277980089,50,50,0,3.63797880709171e-12
Ussuri Broadleaf And Mixed Forests,1800,284.834161914092,10.7934268535162,12899.2886784,1686.0747776,0.16594216220804,50,50,0,3.63797880709171e-12
Western Himalayan Broadleaf Forests,1200,4788.2838713093,11.0638793500983,1500.9598464,82.5720768,0.0200336668216009,50,50,0,3.5242919693701e-12
Guianan Freshwater Swamp Forests,700,1716.12124341401,7.89892306159281,546.5762816,64.1443968,0.187006545053301,50,50,0,3.5242919693701e-12
Albertine Rift Montane Forests,3500,1530.73207637767,25.7184480904742,4667.8450176,1227.9985152,0.683377516514151,50,50,0,3.18323145620525e-12
Cross-Sanaga-Bioko Coastal Forests,4000,1872.23676091857,31.9358591389174,3082.5273344,741.9574272,0.381430794805017,50,50,0,3.18323145620525e-12
Greater Negros-Panay Rain Forests,3000,13878.5971811211,29.8495265766945,1025.460736,165.5015296,0.281493492015018,50,50,0,3.18323145620525e-12
Northern Triangle Subtropical Forests,3500,147.13135589092,26.0073676813186,4414.263296,1656.8196096,0.438280167229021,50,50,0,3.18323145620525e-12
Pantepui,2900,34.4309598262298,21.297847681297,4680.7064576,3419.7440512,0.0922154057962564,50,50,0,3.18323145620525e-12
Balkan Mixed Forests,3500,4133.21047227989,25.0241101538046,5352.3808256,1403.6202496,0.212611725588703,50,50,0,3.18323145620525e-12
Southern Rocky Mountains,876,1088.80708098692,6.56367033638712,4234.3497728,721.9312128,0.588495694545015,50,50,0,2.95585778076202e-12
Gulf Of Alaska Mountains And Fjordlands,909,495.951020530628,7.75575397017558,2211.5629056,1061.6629248,0.0741929832372426,50,50,0,2.8421709430404e-12
West Gulf Coastal Plain,1200,9104.28869894945,10.6210041397183,1841.1040768,210.751936,4.52780906361601,23,50,0,2.8421709430404e-12
Sakhalin Island Taiga,600,1097.65797494789,4.57976197217375,3859.5948544,200.9443712,0.153668387450955,50,50,0,2.78532752417959e-12
North Island Temperate Forests,1200,1899.24349544021,9.64116233184487,2987.1652864,1338.3387136,1.85261041421275,50,50,0,2.72848410531878e-12
Peninsular Malaysian Montane Rain Forests,3200,1275.04699009672,29.4387592752967,1517.5827456,494.1801472,0.397391838398522,50,50,0,2.72848410531878e-12
Central Indochina Dry Forests,3000,1507.1167975699,22.847168748007,3903.4114048,1416.9071616,1.33937769424998,50,50,0,2.72848410531878e-12
Piedmont,2243,51784.8676139983,14.8811114455455,7779.81952,147.1005312,1.83123327093658,50,50,0,2.72848410531878e-12
Cordillera La Costa Montane Forests,3700,6762.89249898942,37.4159283684613,945.6403456,556.3665408,0.509928635198009,50,50,0,2.72848410531878e-12
Venezuelan Andes Montane Forests,4500,3938.32636326392,40.2207361350245,1753.1234304,876.5314048,0.468733810028399,50,50,0,2.72848410531878e-12
Northern New Guinea Montane Rain Forests,3000,689.95095861836,25.7009134267399,2167.0227968,319.8413056,0.0946490969257282,50,50,0,2.50111042987555e-12
Orinoco Delta Swamp Forests,1700,101.478441072703,14.4512885689533,2252.7434752,1216.9563136,0.0743094844708297,50,50,0,2.50111042987555e-12
Hokkaido Deciduous Forests,1200,8754.08632943449,11.3409543525272,1326.3502336,97.5475392,0.261510705880171,50,50,0,2.50111042987555e-12
Tasmanian Temperate Forests,600,1446.59812107507,5.84797204208793,1136.9197568,354.5929728,1.48585704052796,50,50,0,2.44426701101474e-12
Northland Temperate Kauri Forests,850,6809.60802117117,8.86939344473903,808.3976192,264.8857088,1.57863359308639,50,50,0,2.38742359215394e-12
Ethiopian Montane Forests,4000,1440.81046594249,30.4956457296013,3882.493952,927.2769536,0.214305805747222,50,50,0,2.27373675443232e-12
Taiheiyo Evergreen Forests,3000,42546.5559044256,20.2911938549393,7064.2860032,1318.6065408,0.219678067365208,50,50,0,2.27373675443232e-12
Celtic Broadleaf Forests,1600,52726.370851468,14.0692917271393,1902.1236224,464.5557248,1.2831125702511,50,50,0,2.04636307898909e-12
Eastern Australian Temperate Forests,3700,6399.36999784474,25.2315895364792,6780.8722944,2844.874752,0.524220733822377,50,50,0,1.81898940354586e-12
Western Guinean Lowland Forests,3300,894.058691736751,20.891813015478,9833.0681344,1731.3837056,1.5114996822721,50,50,0,1.81898940354586e-12
Peninsular Malaysian Rain Forests,7000,33146.5892020388,48.7015922983878,6134.4325632,932.4969984,3.18175007625961,32,50,0,1.81898940354586e-12
Northern Appalachian / Acadian,1695,3242.67206199625,9.12342915168404,22133.9025408,2503.0572032,0.860210397952455,50,50,0,1.81898940354586e-12
Mediterranean Woodlands And Forests,1500,8968.23977693773,14.7012227363873,1105.8316288,206.44416,0.79725051201425,50,50,0,1.81898940354586e-12
Northwest Iberian Montane Forests,1400,3261.05567127324,13.5128079203619,1193.7466368,535.083008,1.91849220868957,50,50,0,1.81898940354586e-12
Klamath Mountains,1109,2251.58421215189,9.1665152507142,2592.0083968,357.5986688,1.60497274741546,50,50,0,1.70530256582424e-12
Okhotsk-Manchurian Taiga,1100,68.074791199298,5.93251122594832,21916.4688384,1921.957888,0.558808150282689,50,50,0,1.70530256582424e-12
Tonle Sap Freshwater Swamp Forests,800,4410.9455955872,9.20643993835676,495.4402816,194.1376768,0.657831817058357,50,50,0,1.59161572810262e-12
Himalayan Subtropical Pine Forests,1000,5782.95569888736,8.41766463272134,2366.1479936,119.2722816,0.034770189816356,50,50,0,1.59161572810262e-12
High Allegheny Plateau,1553,11408.6259937162,11.3127409863726,4875.4876416,241.4024448,0.104889310264655,50,50,0,1.59161572810262e-12
Prairie-Forest Border,1420,25230.9875871464,11.4844627843982,2889.9364864,190.7015552,0.145304313998943,50,50,0,1.59161572810262e-12
Yucatn Moist Forests,1600,3202.27876669568,11.5171430698777,5174.5918976,1435.1361024,1.17854719011708,50,50,0,1.59161572810262e-12
Florida Peninsula,1296,54133.2722927995,11.1997616305881,2074.8232704,206.491136,1.3082281222899,50,50,0,1.47792889038101e-12
East African Montane Forests,4000,3804.37625392873,35.5625218021878,1800.2681856,926.0490752,1.04764161421837,50,50,0,1.36424205265939e-12
Eastern Congolian Swamp Forests,2000,166.902471202072,13.3227057089225,7624.0863232,1768.2223104,0.651800054041036,50,50,0,1.36424205265939e-12
Zambezian Cryptosepalum Dry Forests,1300,153.762829395235,12.5606266985631,1187.572736,325.35296,0.394342799207612,50,50,0,1.36424205265939e-12
Luzon Rain Forests,5000,11017.6086337687,37.7179444385328,4093.642752,696.4781568,0.368823883826634,50,50,0,1.36424205265939e-12
Sierra Madre Oriental Pine-Oak Forests,3300,1564.18927510759,29.5415160502001,1739.4253824,608.8328192,0.125113586100051,50,50,0,1.36424205265939e-12
Central Appalachian Forest,1883,14117.2358714132,13.1505850493644,6019.0261248,379.9648512,0.200090764270003,50,50,0,1.36424205265939e-12
Iquitos Varze,3200,301.064075783931,20.3218590585102,9681.2785664,2436.0880128,0.544713568373855,50,50,0,1.36424205265939e-12
Maraj Varze,3500,465.93097114388,25.0991024580287,5272.8967168,3654.2619648,0.792316116044937,50,50,0,1.36424205265939e-12
Pannonian Mixed Forests,2700,9868.59282693202,17.9240619984027,7755.9791616,2886.5757184,0.442173458230654,50,50,0,1.36424205265939e-12
Ural Montane Forests And Tundra,1600,465.682882565524,9.69513055222601,12241.4145536,2582.986752,0.22013136337239,50,50,0,1.36424205265939e-12
Italian Sclerophyllous And Semi-Deciduous Forests,3300,22424.7766319372,27.3796405657045,2543.4955776,740.3525632,0.357264684417924,50,50,0,1.36424205265939e-12
Mississippi River Alluvial Plain,1033,6857.79244357613,8.47602603310086,2688.6866944,470.5073152,0.579304095984989,50,50,0,1.25055521493778e-12
Borneo Peat Swamp Forests,2500,5720.51483063624,19.8844904822855,3141.43232,300.1554432,3.83733364707472,27,50,0,1.13686837721616e-12
Irrawaddy Moist Deciduous Forests,1800,556.862094541881,13.826252563315,3739.7286912,183.1515008,0.355514690757434,50,50,0,1.13686837721616e-12
Sulawesi Montane Rain Forests,2200,548.281332326929,15.3362926656126,6074.5129984,960.6930432,0.406925519128609,50,50,0,9.09494701772928e-13
Tasmanian Central Highland Forests,700,535.454168763319,7.94616158789315,530.5218048,356.1569792,1.29409276913245,50,50,0,9.09494701772928e-13
Eastern Highlands Moist Deciduous Forests,1600,1777.18754255547,12.0068694773697,4201.9508224,500.4617216,0.184752671526764,50,50,0,9.09494701772928e-13
